logP,qed,smiles,inchi,inchi_key_firstblock
1.0,0.6,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6020408163265306,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6040816326530613,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6061224489795918,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6081632653061224,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.610204081632653,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6122448979591837,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6142857142857142,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6163265306122448,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6183673469387755,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6204081632653061,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6224489795918368,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6244897959183673,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6265306122448979,CCN(C)C(=O)C(=O)Nc1ccccc1N(C)C(=O)c1cccs1,"InChI=1S/C17H19N3O3S/c1-4-19(2)17(23)15(21)18-12-8-5-6-9-13(12)20(3)16(22)14-10-7-11-24-14/h5-11H,4H2,1-3H3,(H,18,21)",ZDYZZFZMAVSVKD
1.0,0.6285714285714286,CN(C)C(=O)CN(C)c1cccc(NC(=O)C(=O)N(C)C)c1,"InChI=1S/C15H22N4O3/c1-17(2)13(20)10-19(5)12-8-6-7-11(9-12)16-14(21)15(22)18(3)4/h6-9H,10H2,1-5H3,(H,16,21)",BIKUGLWOWYUWGC
1.0,0.6306122448979592,CN(C)C(=O)CN(C)c1cccc(NC(=O)C(=O)N(C)C)c1,"InChI=1S/C15H22N4O3/c1-17(2)13(20)10-19(5)12-8-6-7-11(9-12)16-14(21)15(22)18(3)4/h6-9H,10H2,1-5H3,(H,16,21)",BIKUGLWOWYUWGC
1.0,0.6326530612244897,CN(C)C(=O)CN(C)c1cccc(NC(=O)C(=O)N(C)C)c1,"InChI=1S/C15H22N4O3/c1-17(2)13(20)10-19(5)12-8-6-7-11(9-12)16-14(21)15(22)18(3)4/h6-9H,10H2,1-5H3,(H,16,21)",BIKUGLWOWYUWGC
1.0,0.6346938775510204,CN(C)C(=O)CN(C)c1cccc(NC(=O)C(=O)N(C)C)c1,"InChI=1S/C15H22N4O3/c1-17(2)13(20)10-19(5)12-8-6-7-11(9-12)16-14(21)15(22)18(3)4/h6-9H,10H2,1-5H3,(H,16,21)",BIKUGLWOWYUWGC
1.0,0.636734693877551,CN(C)C(=O)CN(C)c1cccc(NC(=O)C(=O)N(C)C)c1,"InChI=1S/C15H22N4O3/c1-17(2)13(20)10-19(5)12-8-6-7-11(9-12)16-14(21)15(22)18(3)4/h6-9H,10H2,1-5H3,(H,16,21)",BIKUGLWOWYUWGC
1.0,0.6387755102040816,CN(C)C(=O)CN(C)c1cccc(NC(=O)C(=O)N(C)C)c1,"InChI=1S/C15H22N4O3/c1-17(2)13(20)10-19(5)12-8-6-7-11(9-12)16-14(21)15(22)18(3)4/h6-9H,10H2,1-5H3,(H,16,21)",BIKUGLWOWYUWGC
1.0,0.6408163265306123,CN(C)C(=O)CN(C)c1cccc(NC(=O)C(=O)N(C)C)c1,"InChI=1S/C15H22N4O3/c1-17(2)13(20)10-19(5)12-8-6-7-11(9-12)16-14(21)15(22)18(3)4/h6-9H,10H2,1-5H3,(H,16,21)",BIKUGLWOWYUWGC
