logP,qed,smiles,inchi,inchi_key_firstblock
2.0,0.6,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6020408163265306,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6040816326530613,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6061224489795918,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6081632653061224,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.610204081632653,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6122448979591837,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6142857142857142,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6163265306122448,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
2.0,0.6183673469387755,CCCCNC(=O)C(=O)N(c1ccccc1)C(C)C,"InChI=1S/C15H22N2O2/c1-4-5-11-16-14(18)15(19)17(12(2)3)13-9-7-6-8-10-13/h6-10,12H,4-5,11H2,1-3H3,(H,16,18)",ZFOFEEGSCADFHP
