logP,qed,smiles,inchi,inchi_key_firstblock
1.0,0.6,CC(=CC(=O)NC(=S)NCc1ccccc1)N1CCOCC1,"InChI=1S/C16H21N3O2S/c1-13(19-7-9-21-10-8-19)11-15(20)18-16(22)17-12-14-5-3-2-4-6-14/h2-6,11H,7-10,12H2,1H3,(H2,17,18,20,22)",UYMJGYCKZWGPRT
1.0,0.6020408163265306,CC(=CC(=O)NC(=S)NCc1ccccc1)N1CCOCC1,"InChI=1S/C16H21N3O2S/c1-13(19-7-9-21-10-8-19)11-15(20)18-16(22)17-12-14-5-3-2-4-6-14/h2-6,11H,7-10,12H2,1H3,(H2,17,18,20,22)",UYMJGYCKZWGPRT
1.0,0.6040816326530613,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6061224489795918,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6081632653061224,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.610204081632653,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6122448979591837,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6142857142857142,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6163265306122448,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6183673469387755,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6204081632653061,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6224489795918368,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6244897959183673,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6265306122448979,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6285714285714286,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6306122448979592,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6326530612244897,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6346938775510204,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.636734693877551,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6387755102040816,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6408163265306123,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6428571428571428,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
1.0,0.6448979591836734,CC=CC(=O)NC(=S)NCc1cccnc1,"InChI=1S/C11H13N3OS/c1-2-4-10(15)14-11(16)13-8-9-5-3-6-12-7-9/h2-7H,8H2,1H3,(H2,13,14,15,16)",VAIRAFXFHLUZGS
