logP,qed,smiles,inchi,inchi_key_firstblock
1.0,0.6,CN(C)CC(=O)NNC(=S)Nc1ccccc1,"InChI=1S/C11H16N4OS/c1-15(2)8-10(16)13-14-11(17)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H,13,16)(H2,12,14,17)",QSQMGEFOSUKDPQ
1.0,0.6020408163265306,CN(C)CC(=O)NNC(=S)Nc1ccccc1,"InChI=1S/C11H16N4OS/c1-15(2)8-10(16)13-14-11(17)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H,13,16)(H2,12,14,17)",QSQMGEFOSUKDPQ
1.0,0.6040816326530613,CN(C)CC(=O)NNC(=S)Nc1ccccc1,"InChI=1S/C11H16N4OS/c1-15(2)8-10(16)13-14-11(17)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H,13,16)(H2,12,14,17)",QSQMGEFOSUKDPQ
1.0,0.6061224489795918,CN(C)CC(=O)NNC(=S)Nc1ccccc1,"InChI=1S/C11H16N4OS/c1-15(2)8-10(16)13-14-11(17)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H,13,16)(H2,12,14,17)",QSQMGEFOSUKDPQ
1.0,0.6081632653061224,CN(C)CC(=O)NC(=S)Nc1ccccc1,"InChI=1S/C11H15N3OS/c1-14(2)8-10(15)13-11(16)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,12,13,15,16)",COXWQWYYUHPQSI
1.0,0.610204081632653,CN(C)CC(=O)NC(=S)Nc1ccccc1,"InChI=1S/C11H15N3OS/c1-14(2)8-10(15)13-11(16)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,12,13,15,16)",COXWQWYYUHPQSI
1.0,0.6122448979591837,CN(C)CC(=O)NC(=S)Nc1ccccc1,"InChI=1S/C11H15N3OS/c1-14(2)8-10(15)13-11(16)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,12,13,15,16)",COXWQWYYUHPQSI
1.0,0.6142857142857142,CN(C)CC(=O)NC(=S)Nc1ccccc1,"InChI=1S/C11H15N3OS/c1-14(2)8-10(15)13-11(16)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,12,13,15,16)",COXWQWYYUHPQSI
1.0,0.6163265306122448,CN(C)CC(=O)NC(=S)Nc1ccccc1,"InChI=1S/C11H15N3OS/c1-14(2)8-10(15)13-11(16)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,12,13,15,16)",COXWQWYYUHPQSI
1.0,0.6183673469387755,CN(C)CC(=O)NC(=S)Nc1ccccc1,"InChI=1S/C11H15N3OS/c1-14(2)8-10(15)13-11(16)12-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,12,13,15,16)",COXWQWYYUHPQSI
