logP,qed,smiles,inchi,inchi_key_firstblock
1.0,0.6,CC=CC(=O)Nc1ccc(C=C2SC(=O)N(CNC)C2=O)cc1,"InChI=1S/C16H17N3O3S/c1-3-4-14(20)18-12-7-5-11(6-8-12)9-13-15(21)19(10-17-2)16(22)23-13/h3-9,17H,10H2,1-2H3,(H,18,20)",XJIASJSQXCBJBN
1.0,0.6020408163265306,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6040816326530613,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6061224489795918,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6081632653061224,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.610204081632653,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6122448979591837,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6142857142857142,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6163265306122448,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6183673469387755,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6204081632653061,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6224489795918368,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
1.0,0.6244897959183673,C=CCNC(=S)NC(=O)C=Cc1cncc(N2CCN(C)CC2)c1,"InChI=1S/C17H23N5OS/c1-3-6-19-17(24)20-16(23)5-4-14-11-15(13-18-12-14)22-9-7-21(2)8-10-22/h3-5,11-13H,1,6-10H2,2H3,(H2,19,20,23,24)",DWSHVRHJCKJEMP
