logP,qed,smiles,inchi,inchi_key_firstblock
1.0,0.6,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6020408163265306,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6040816326530613,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6061224489795918,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6081632653061224,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.610204081632653,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6122448979591837,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6142857142857142,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6163265306122448,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6183673469387755,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6204081632653061,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6224489795918368,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6244897959183673,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6265306122448979,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6285714285714286,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6306122448979592,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6326530612244897,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6346938775510204,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.636734693877551,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6387755102040816,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6408163265306123,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6428571428571428,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6448979591836734,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6469387755102041,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6489795918367347,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6510204081632652,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
1.0,0.6530612244897959,C=CCNC(=S)NC(=O)C=Cc1cccc(N2CCOCC2)c1,"InChI=1S/C17H21N3O2S/c1-2-8-18-17(23)19-16(21)7-6-14-4-3-5-15(13-14)20-9-11-22-12-10-20/h2-7,13H,1,8-12H2,(H2,18,19,21,23)",UMDSQGQGSDYJQH
